formulation,absorption_enabled,time_h,undissolved_mg,dissolved_mg,precipitated_mg,absorbed_mg,growth_site_activation,free_concentration_mg_ml
crystalline,False,0.19166666666666665,99.21096682258805,0.7890331774119577,0.0,0.0,0.0,0.0008767035304577307
crystalline,False,0.2,99.17836442790774,0.8216355720922767,0.0,0.0,0.0,0.0009129284134358629
crystalline,False,0.20833333333333334,99.14589857065575,0.8541014293442751,0.0,0.0,0.0,0.0009490015881603057
crystalline,False,0.21666666666666667,99.11356862365224,0.8864313763477703,0.0,0.0,0.0,0.0009849237514975226
crystalline,False,0.225,99.08137396302955,0.9186260369704649,0.0,0.0,0.0,0.0010206955966338498
crystalline,False,0.23333333333333334,99.04931396821127,0.9506860317887467,0.0,0.0,0.0,0.0010563178130986073
crystalline,False,0.24166666666666667,99.01738802189168,0.9826119781083302,0.0,0.0,0.0,0.0010917910867870337
crystalline,False,0.25,98.98559551001526,1.014404489984747,0.0,0.0,0.0,0.0011271160999830523
crystalline,False,0.2583333333333333,98.95393582175633,1.0460641782436804,0.0,0.0,0.0,0.0011622935313818671
crystalline,False,0.26666666666666666,98.92240834949885,1.077591650501151,0.0,0.0,0.0,0.00119732405611239
crystalline,False,0.275,98.89101248881646,1.1089875111835497,0.0,0.0,0.0,0.0012322083457594996
crystalline,False,0.2833333333333333,98.85974763845248,1.1402523615475255,0.0,0.0,0.0,0.0012669470683861395
crystalline,False,0.2916666666666667,98.82861320030028,1.1713867996997205,0.0,0.0,0.0,0.001301540888555245
crystalline,False,0.3,98.79760857938365,1.2023914206163635,0.0,0.0,0.0,0.001335990467351515
crystalline,False,0.30833333333333335,98.76673318383729,1.2332668161627156,0.0,0.0,0.0,0.0013702964624030174
crystalline,False,0.31666666666666665,98.73598642488764,1.2640135751123724,0.0,0.0,0.0,0.0014044595279026361
crystalline,False,0.325,98.70536771683359,1.294632283166425,0.0,0.0,0.0,0.001438480314629361
crystalline,False,0.3333333333333333,98.67487647702754,1.325123522972478,0.0,0.0,0.0,0.00147235946996942
crystalline,False,0.3416666666666667,98.64451212585648,1.355487874143528,0.0,0.0,0.0,0.0015060976379372532
crystalline,False,0.35,98.61427408672331,1.3857259132767037,0.0,0.0,0.0,0.0015396954591963374
crystalline,False,0.35833333333333334,98.58416178602815,1.415838213971867,0.0,0.0,0.0,0.0015731535710798523
crystalline,False,0.36666666666666664,98.55417465314994,1.4458253468500788,0.0,0.0,0.0,0.0016064726076111986
crystalline,False,0.375,98.52431212042809,1.4756878795719297,0.0,0.0,0.0,0.0016396531995243662
crystalline,False,0.3833333333333333,98.49457362314429,1.505426376855733,0.0,0.0,0.0,0.0016726959742841478
crystalline,False,0.39166666666666666,98.46495859950443,1.5350414004955912,0.0,0.0,0.0,0.0017056015561062125
crystalline,False,0.4,98.4354664906207,1.5645335093793225,0.0,0.0,0.0,0.001738370565977025
crystalline,False,0.4083333333333333,98.40609674049377,1.593903259506263,0.0,0.0,0.0,0.0017710036216736255
crystalline,False,0.4166666666666667,98.37684879599509,1.6231512040049372,0.0,0.0,0.0,0.0018035013377832635
crystalline,False,0.425,98.34772210684943,1.6522778931505966,0.0,0.0,0.0,0.001835864325722885
crystalline,False,0.43333333333333335,98.31871612561739,1.6812838743826375,0.0,0.0,0.0,0.0018680931937584862
crystalline,False,0.44166666666666665,98.28983030767814,1.7101696923218843,0.0,0.0,0.0,0.001900188547024316
crystalline,False,0.45,98.26106411121226,1.7389358887877548,0.0,0.0,0.0,0.0019321509875419498
crystalline,False,0.4583333333333333,98.23241699718473,1.7675830028152963,0.0,0.0,0.0,0.001963981114239218
crystalline,False,0.4666666666666667,98.20388842932793,1.7961115706721007,0.0,0.0,0.0,0.0019956795229690008
crystalline,False,0.475,98.17547787412494,1.8245221258750957,0.0,0.0,0.0,0.002027246806527884
crystalline,False,0.48333333333333334,98.14718480079281,1.8528151992072175,0.0,0.0,0.0,0.002058683554674686
crystalline,False,0.49166666666666664,98.11900868126607,1.8809913187339602,0.0,0.0,0.0,0.0020899903541488447
crystalline,False,0.5,98.09094899018022,1.909051009819808,0.0,0.0,0.0,0.0021211677886886753
crystalline,False,0.5083333333333333,98.06300520485549,1.9369947951445485,0.0,0.0,0.0,0.0021522164390494983
crystalline,False,0.5166666666666666,98.03517680528057,1.9648231947194696,0.0,0.0,0.0,0.002183136883021633
crystalline,False,0.525,98.0074632740966,1.9925367259034394,0.0,0.0,0.0,0.002213929695448266
crystalline,False,0.5333333333333333,97.97986409658117,2.0201359034188697,0.0,0.0,0.0,0.0022445954482431885
crystalline,False,0.5416666666666666,97.95237876063247,2.0476212393675692,0.0,0.0,0.0,0.0022751347104084103
crystalline,False,0.55,97.92500675675356,2.0749932432464786,0.0,0.0,0.0,0.002305548048051643
crystalline,False,0.5583333333333333,97.89774757803674,2.102252421963296,0.0,0.0,0.0,0.0023358360244036622
crystalline,False,0.5666666666666667,97.87060072014805,2.129399279851991,0.0,0.0,0.0,0.002365999199835546
crystalline,False,0.575,97.84356568131184,2.156434318688209,0.0,0.0,0.0,0.0023960381318757877
crystalline,False,0.5833333333333334,97.81664196229549,2.183358037704561,0.0,0.0,0.0,0.00242595337522729
crystalline,False,0.5916666666666667,97.78982906639423,2.2101709336058106,0.0,0.0,0.0,0.002455745481784234
crystalline,False,0.6,97.7631264994161,2.236873500583952,0.0,0.0,0.0,0.002485415000648836
crystalline,False,0.6083333333333333,97.73653376966688,2.2634662303331785,0.0,0.0,0.0,0.002514962478147976
crystalline,False,0.6166666666666667,97.7100503879353,2.289949612064747,0.0,0.0,0.0,0.002544388457849719
crystalline,False,0.625,97.68367586747831,2.3163241325217356,0.0,0.0,0.0,0.0025736934805797064
crystalline,False,0.6333333333333333,97.65740972400636,2.3425902759937016,0.0,0.0,0.0,0.002602878084437446
crystalline,False,0.6416666666666666,97.63125147566882,2.368748524331229,0.0,0.0,0.0,0.002631942804812477
crystalline,False,0.65,97.60520064303967,2.394799356960382,0.0,0.0,0.0,0.0026608881744004244
crystalline,False,0.6583333333333333,97.57925674910301,2.4207432508970457,0.0,0.0,0.0,0.0026897147232189398
crystalline,False,0.6666666666666666,97.55341931923887,2.446580680761177,0.0,0.0,0.0,0.00271842297862353
crystalline,False,0.675,97.52768788120909,2.4723121187909523,0.0,0.0,0.0,0.0027470134653232803
crystalline,False,0.6833333333333333,97.50206196514324,2.497938034856807,0.0,0.0,0.0,0.0027754867053964524
crystalline,False,0.6916666666666667,97.47654110352465,2.5234588964753923,0.0,0.0,0.0,0.0028038432183059916
crystalline,False,0.7,97.45112483117663,2.5488751688234212,0.0,0.0,0.0,0.0028320835209149123
crystalline,False,0.7083333333333334,97.42581268524863,2.574187314751424,0.0,0.0,0.0,0.002860208127501582
crystalline,False,0.7166666666666667,97.40060420520265,2.599395794797406,0.0,0.0,0.0,0.0028882175497748955
crystalline,False,0.725,97.37549893279964,2.624501067200412,0.0,0.0,0.0,0.0029161122968893467
crystalline,False,0.7333333333333333,97.35049641208606,2.649503587913992,0.0,0.0,0.0,0.002943892875459991
crystalline,False,0.7416666666666667,97.32559618938048,2.6744038106195784,0.0,0.0,0.0,0.0029715597895773093
crystalline,False,0.75,97.30079781326029,2.6992021867397664,0.0,0.0,0.0,0.0029991135408219626
