id,concentration_M,kobs_ODE_fit_s,kobs_exact_s,kobs_rapid_equilibrium_s,kobs_QSSA_s,relative_fit_eigen_error,model
W07,0.0001,0.0059960020850595794,0.005996002398738322,0.005996002664890074,0.005995603224302179,5.231464594857016e-08,forward-only clamped free inhibitor
W08,1e-09,0.00010558914906576058,0.00010558915407774426,0.0001153846153846154,0.00010526315789473685,4.7466841901488976e-08,forward-only clamped free inhibitor
W08,1.6155980984398763e-09,0.00016726805867224936,0.00016726806655067782,0.00018210352731482419,0.000166467275682698,4.7100612965422783e-08,forward-only clamped free inhibitor
W08,2.6101572156825333e-09,0.0002619600165849731,0.0002619600246289111,0.0002836083686839676,0.0002600608024380951,3.0706738707309e-08,forward-only clamped free inhibitor
W08,4.216965034285823e-09,0.0004031384463468985,0.00040313847647081646,0.000432998262756305,0.0003988684002136376,7.472350005421902e-08,forward-only clamped free inhibitor
W08,6.812920690579622e-09,0.0006045335464100542,0.0006045335798257451,0.0006424673254785799,0.0005956578938892307,5.5275160892875874e-08,forward-only clamped free inhibitor
W08,1.1006941712522103e-08,0.0008740626150500082,0.0008740626558756694,0.0009170683086945618,0.000857529153680575,4.670793440908483e-08,forward-only clamped free inhibitor
W08,1.7782794100389228e-08,0.00120482975383391,0.0012048298365315753,0.0012469588165744025,0.0011781159568664762,6.8638460692938e-08,forward-only clamped free inhibitor
W08,2.8729848333536684e-08,0.0015693054054594022,0.0015693055225107747,0.001604127829759998,0.0015328077089833579,7.458800777015995e-08,forward-only clamped free inhibitor
W08,4.641588833612782e-08,0.0019256730817722634,0.0019256732119693216,0.0019498135254300403,0.0018838664885574199,6.761119042408836e-08,forward-only clamped free inhibitor
W08,7.498942093324559e-08,0.0022356791861408254,0.002235679342802679,0.002249920648604705,0.002195038870853464,7.007348978849137e-08,forward-only clamped free inhibitor
W08,1.21152765862859e-07,0.0024794792937199587,0.002479479459676381,0.0024868383122466837,0.0024450153717549316,6.6931960862604e-08,forward-only clamped free inhibitor
W08,1.9573417814876615e-07,0.002656782187165298,0.002656782290906432,0.002660224797858658,0.002630432935117037,3.9047660993496436e-08,forward-only clamped free inhibitor
W08,3.162277660168379e-07,0.0027787035823534814,0.0027787037335316065,0.0027802054596099343,0.002759984475633084,5.4405989158290424e-08,forward-only clamped free inhibitor
W08,5.108969774506935e-07,0.002859422498850111,0.002859422653587007,0.0028600477271643124,0.002846767341840148,5.4114733916144075e-08,forward-only clamped free inhibitor
W08,8.25404185268019e-07,0.002911554183439317,0.002911554297720854,0.002911806642889037,0.0029032716670582704,3.925104097302068e-08,forward-only clamped free inhibitor
W08,1.333521432163324e-06,0.0029446928842425625,0.0029446930194690166,0.002944792921021077,0.0029393837613057514,4.592208879827808e-08,forward-only clamped free inhibitor
W08,2.1544346900318865e-06,0.0029655482301403505,0.0029655483413231934,0.0029655874065219624,0.0029621895190644803,3.7491495685770815e-08,forward-only clamped free inhibitor
W08,3.480700588428413e-06,0.00297859098747374,0.0029785911151369855,0.0029786062733801167,0.002976483670782075,4.2860278770540106e-08,forward-only clamped free inhibitor
W08,5.623413251903491e-06,0.002986715968616046,0.0029867160812429004,0.0029867219347000287,0.0029854005899007195,3.7709260380935916e-08,forward-only clamped free inhibitor
W08,9.085175756516881e-06,0.002991765066639665,0.0029917651939424497,0.002991767447521926,0.0029909466766727655,4.255106145212295e-08,forward-only clamped free inhibitor
W08,1.4677992676220705e-05,0.0029948979922331644,0.002994898131650347,0.002994898997663156,0.0029943898513421856,4.6551560828334004e-08,forward-only clamped free inhibitor
W08,2.3713737056616554e-05,0.0029968401260697226,0.0029968402745767487,0.0029968406069867523,0.0029965250336449084,4.955453491994888e-08,forward-only clamped free inhibitor
W08,3.831186849557293e-05,0.0029980433730792872,0.002998043531177021,0.0029980436586778425,0.0029978481648697598,5.2733635125257194e-08,forward-only clamped free inhibitor
W08,6.18965818891261e-05,0.002998788593911241,0.002998788741749891,0.0029987887906330578,0.002998667723485223,4.929945485177001e-08,forward-only clamped free inhibitor
W08,0.0001,0.0029992500376857874,0.002999250168716724,0.002999250187453137,0.0029991752268126266,4.3687898410027515e-08,forward-only clamped free inhibitor
