degrader_total_nM,penalty_kcal_mol,F_nM,C_nM,P_nM,E_nM,PF_nM,PC_nM,EP_nM,EFP_nM,ECP_nM
0.21544346900318834,2.0,29.91315664188844,69.95289662415514,0.058294342554333745,19.901067132737328,0.017437678001636883,0.04077858118476397,0.023202392492651644,0.0694056801099265,0.00632479466009381
0.31622776601683794,2.0,29.87272583214941,69.93078906687514,0.08570798875328442,19.855019808061485,0.025603312496518104,0.0599362728285204,0.034034676288111465,0.10167085535407104,0.00927466029633254
0.46415888336127775,2.0,29.81360498751408,69.8982563037633,0.12611117318449802,19.787700087901765,0.03759828701834602,0.08814951106018326,0.04990900145416572,0.14879672546757627,0.013594185176508495
0.6812920690579611,2.0,29.727306708214613,69.8503264375359,0.1857707014419235,19.689464699958307,0.05522462619164226,0.12976144138248377,0.07315451336654494,0.21746866559374667,0.01991212108161997
1.0,2.0,29.601663707683482,69.7795946218849,0.27410313474959463,19.546510279184535,0.0811390881607935,0.19126805627414606,0.1071551948187931,0.3171972041557221,0.029137321840950692
1.467799267622069,2.0,29.41943232563641,69.67496689045099,0.4053965790977865,19.339322615975234,0.11926537223811838,0.28245993226140365,0.1568019046116963,0.46130230212546947,0.042573177287597706
2.154434690031882,2.0,29.15659511865698,69.51969235003853,0.6016165376587432,19.040834711786104,0.17541089805204227,0.418241966107312,0.2291056210687434,0.6679939832909799,0.06206568385417287
3.1622776601683795,2.0,28.7805786306375,69.28823460238215,0.897105527594993,18.614608611786846,0.25819216176927234,0.6215885825909568,0.3339853655930268,0.9612292075932318,0.09017681502689869
4.6415888336127775,2.0,28.249007438880394,68.94124752201041,1.346668489766288,18.013910194835347,0.3804204818511369,0.9284100568306961,0.4851753047372891,1.3705720792684741,0.1303424211588937
6.812920690579608,2.0,27.510336511482922,68.41753627498488,2.0397794017774697,17.18357570085928,0.5611501775208952,1.39556681214077,0.7010140752699321,1.9285133109961852,0.18689691287435636
