regimen,dose_mg,daily_dose_mg,coverage_24h_pct,cmax_ss_mg_l,ctrough_ss_mg_l,feasible,status
BID,53.762441736221426,107.52488347244285,100.0,1.0043299313216527,0.7963597331941916,True,converged
BID,56.19557458071408,112.39114916142815,100.0,1.0497830034606623,0.8324006747937757,True,converged
BID,57.87878787878788,115.75757575757576,100.0,1.0812269156316976,0.8573333833850202,True,converged
BID,58.7388239907451,117.4776479814902,100.0,1.0972931503740493,0.8700727253222034,True,converged
BID,59.0,118.0,100.0,1.1021721490758718,0.8739414122778189,True,converged
BID,61.39717352404887,122.79434704809773,100.0,1.1469534693251722,0.9094497040588742,True,converged
BID,64.17583227979007,128.35166455958014,100.0,1.1988612708906599,0.9506087711305792,True,converged
BID,65.85858585858585,131.7171717171717,100.0,1.230296595099244,0.9755346700995341,True,converged
BID,67.08024510591748,134.16049021183497,100.0,1.2531182696428018,0.9936305787086064,True,converged
BID,70.11610326847304,140.23220653694608,100.0,1.3098307834616727,1.0385994290485885,True,converged
BID,73.2893556037631,146.5787112075262,100.0,1.3691099418675485,1.0856034396827796,True,converged
BID,73.83838383838383,147.67676767676767,100.0,1.3793662745667905,1.0937359568140483,True,converged
BID,76.60622017524473,153.21244035048946,100.0,1.4310719037818458,1.1347347160884562,True,converged
BID,80.07319645796898,160.14639291593795,100.0,1.4958380851432909,1.1860895321707907,True,converged
BID,81.81818181818183,163.63636363636365,100.0,1.528435954034337,1.2119372435285625,True,converged
BID,83.69707807445693,167.39415614891385,100.0,1.5635353968253427,1.2397685189138603,True,converged
BID,87.48496610696465,174.9699322139293,100.0,1.6342964933210684,1.2958768615694543,True,converged
BID,89.7979797979798,179.5959595959596,100.0,1.6775056335018836,1.3301385302430766,True,converged
BID,91.4442830122229,182.8885660244458,100.0,1.7082600326827788,1.3545245057700788,True,converged
BID,95.58278716591758,191.16557433183516,100.0,1.7855709482257804,1.415826372970037,True,converged
BID,97.77777777777779,195.55555555555557,100.0,1.82657531296943,1.4483398169575907,True,converged
BID,99.90858806541166,199.81717613082333,100.0,1.8663807325286572,1.4799025856367578,True,converged
BID,104.43016222049812,208.86032444099624,100.0,1.950847734286582,1.5468787026336246,True,converged
BID,105.75757575757576,211.51515151515153,100.0,1.9756449924369763,1.5665411036721049,True,converged
BID,108.0,216.0,100.0,2.017535459325325,1.5997571614577024,True,converged
BID,109.15636976332269,218.31273952664537,100.0,2.0391374685993537,1.61688596525556,True,converged
BID,113.73737373737374,227.4747474747475,100.0,2.1247146719045227,1.684742390386619,True,converged
BID,114.09647181002322,228.19294362004644,100.0,2.1314229413021684,1.6900615543994584,True,converged
BID,119.26014860810776,238.52029721621548,100.0,2.2278849879746776,1.766548859373428,True,converged
BID,121.71717171717172,243.43434343434345,100.0,2.2737843513720692,1.8029436771011331,True,converged
BID,124.6575185051294,249.3150370102588,100.0,2.328712628292606,1.8464977588715445,True,converged
BID,129.6969696969697,259.3939393939394,100.0,2.4228540308396154,1.921144963815647,True,converged
BID,130.2991577758293,260.5983155516586,100.0,2.4341034364163026,1.930064914664722,True,converged
BID,136.19612134659852,272.39224269319703,100.0,2.544263928142012,2.0174140785831782,True,converged
BID,137.67676767676767,275.35353535353534,100.0,2.571923710307162,2.039346250530161,True,converged
BID,142.3599644578695,284.719928915739,100.0,2.6594099655744876,2.1087164133920435,True,converged
BID,145.65656565656568,291.31313131313135,100.0,2.720993389774709,2.1575475372446755,True,converged
BID,148.80276530688454,297.6055306137691,100.0,2.779767180113924,2.204150828188873,True,converged
BID,153.63636363636365,307.2727272727273,100.0,2.870063069242255,2.27574882395919,True,converged
BID,155.53714871521072,311.07429743042144,100.0,2.9055714145860554,2.303904328980278,True,converged
BID,161.61616161616163,323.23232323232327,100.0,3.0191327487098016,2.393950110673704,True,converged
BID,162.5763108673782,325.1526217347564,100.0,3.037069185381784,2.4081723851246477,True,converged
BID,169.5959595959596,339.1919191919192,100.0,3.168202428177348,2.512151397388218,True,converged
BID,169.93404516911767,339.86809033823533,100.0,3.1745181655119104,2.517159312359006,True,converged
