id,turnover_half_life_h,time_since_washout_h,free_active_fraction,EI_fraction,covalent_fraction,inhibited_fraction
REV,8.0,-1.4,0.011079255400943245,0.9889207445991214,0.0,0.9889207445991214
REV,8.0,-1.38,0.011079255401340377,0.9889207445987254,0.0,0.9889207445987254
REV,8.0,-1.36,0.011079255396343878,0.9889207446037225,0.0,0.9889207446037225
REV,8.0,-1.34,0.01107925539224131,0.9889207446078244,0.0,0.9889207446078244
REV,8.0,-1.32,0.011079255389032672,0.9889207446110313,0.0,0.9889207446110313
REV,8.0,-1.3,0.011079255386717963,0.9889207446133431,0.0,0.9889207446133431
REV,8.0,-1.28,0.011079255385297184,0.9889207446147598,0.0,0.9889207446147598
REV,8.0,-1.26,0.011079255384770335,0.9889207446152813,0.0,0.9889207446152813
REV,8.0,-1.24,0.011079255385137416,0.9889207446149079,0.0,0.9889207446149079
REV,8.0,-1.22,0.011079255386398427,0.9889207446136392,0.0,0.9889207446136392
REV,8.0,-1.2,0.011079255388553368,0.9889207446114755,0.0,0.9889207446114755
REV,8.0,-1.18,0.01107925539160224,0.9889207446084167,0.0,0.9889207446084167
REV,8.0,-1.16,0.011079255395545039,0.9889207446044628,0.0,0.9889207446044628
REV,8.0,-1.14,0.01107925540038177,0.9889207445996138,0.0,0.9889207445996138
