ligand,site,total_l_M,free_l_M,free_u_M,target_U1_occupancy,inclusion_proxy_percent,offtarget_inclusion_proxy_percent,target_ligand_occupancy,ligand_mass_error_M,u1_mass_error_M
Risdiplam-like model,mutant scenario,3.9810717055349694e-10,3.980498358330728e-10,9.924116360294557e-08,0.01627107596622775,1.627107596622775,2.420980817088305,1.4953194702202911e-07,1.5664732850222962e-23,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,4.6415888336127727e-10,4.6409203600607984e-10,9.92411627822105e-08,0.016271077267596988,1.6271077267596987,2.420983544196111,1.743414460686968e-07,2.1299900773240463e-23,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,5.411695265464626e-10,5.41091588280948e-10,9.924116182530431e-08,0.01627107878488212,1.6271078784882118,2.4209867237681504,2.032671967118278e-07,2.884792386278684e-23,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,6.309573444801942e-10,6.308664751728931e-10,9.924116070963453e-08,0.01627108055390668,1.627108055390668,2.4209904308739536,2.3699214380185713e-07,3.9394476672837943e-23,4.539567201691016e-21
Risdiplam-like model,mutant scenario,7.356422544596422e-10,7.35536308678466e-10,9.924115940886028e-08,0.016271082616437876,1.6271082616437875,2.420994753037882,2.763125423708936e-07,5.345654708623941e-23,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,8.576958985908946e-10,8.575723749506938e-10,9.924115789227054e-08,0.016271085021172676,1.6271085021172675,2.4209997923054596,3.2215675735027794e-07,7.258509875152818e-23,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,1e-09,9.998559821066284e-10,9.9241156124059e-08,0.016271087824887568,1.627108782488757,2.4210056676524974,3.756071824056387e-07,9.864128804694855e-23,4.539567201691016e-21
Risdiplam-like model,mutant scenario,1.1659144011798312e-09,1.1657464887766283e-09,9.92411540624788e-08,0.016271091093779083,1.6271091093779084,2.421012517793888,4.3792579538649695e-07,1.34416849539867e-22,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,1.3593563908785241e-09,1.359160619569888e-09,9.924115165885697e-08,0.016271094905026717,1.6271094905026717,2.4210205044583377,5.10583953744255e-07,1.8260012022108086e-22,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,1.584893192461111e-09,1.5846649401182548e-09,9.924114885644539e-08,0.01627109934861512,1.6271099348615121,2.421029816206344,5.952971333728751e-07,2.481541837659083e-22,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,1.847849797422287e-09,1.8475836750619894e-09,9.924114558908116e-08,0.016271104529458704,1.6271104529458704,2.4210406728814893,6.940654310334562e-07,3.3728289476849703e-22,4.539567201691016e-21
Risdiplam-like model,mutant scenario,2.1544346900318866e-09,2.1541244145926685e-09,9.924114177962473e-08,0.016271110569878677,1.6271110569878677,2.421053330800106,8.092207865919243e-07,4.586716496606538e-22,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,2.511886431509582e-09,2.5115246775226265e-09,9.924113733813901e-08,0.016271117612491077,1.6271117612491077,2.4210680888017486,9.434820399395982e-07,6.232805915587064e-22,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,2.9286445646252374e-09,2.9282227912780005e-09,9.924113215976643e-08,0.016271125823573974,1.6271125823573973,2.421085295303201,1.1000191224230465e-06,-6.220398206398768e-22,4.539567201691016e-21
Risdiplam-like model,mutant scenario,3.414548873833601e-09,3.4140571233522194e-09,9.924112612225382e-08,0.016271135396993337,1.6271135396993337,2.421105356522413,1.2825278982518434e-06,-5.600012746983997e-22,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,3.981071705534969e-09,3.980498368114145e-09,9.924111908306707e-08,0.016271146558780248,1.6271146558780247,2.4211287460663247,1.4953174227501967e-06,-4.284795573024683e-22,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,4.641588833612773e-09,4.64092037336029e-09,9.9241110876027e-08,0.016271159572467546,1.6271159572467546,2.421156016108646,1.7434116774464956e-06,-1.9686898578762059e-22,4.539567201691016e-21
Risdiplam-like model,mutant scenario,5.411695265464648e-09,5.410915900888445e-09,9.924110130738757e-08,0.016271174745311884,1.6271174745311885,2.4211878104210984,2.0326681837041575e-06,8.271806125530277e-25,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,6.309573444801943e-09,6.30866477630454e-09,9.924109015126386e-08,0.016271192435548112,1.6271192435548112,2.4212248795652593,2.36991629501276e-06,0.0,4.539567201691016e-21
Risdiplam-like model,mutant scenario,7.356422544596422e-09,7.3553631201914865e-09,9.924107714430195e-08,0.01627121306084726,1.627121306084726,2.421268098602936,2.7631184325348685e-06,0.0,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,8.576958985908947e-09,8.575723794918432e-09,9.924106197946551e-08,0.01627123710817783,1.627123710817783,2.421318487742218,3.221558070011575e-06,1.6543612251060553e-24,4.539567201691016e-21
Risdiplam-like model,mutant scenario,1e-08,9.998559882796223e-09,9.924104429879234e-08,0.0162712651453031,1.62712651453031,2.4213772364053012,3.7560589054342994e-06,0.0,4.539567201691016e-21
Risdiplam-like model,mutant scenario,1.165914401179831e-08,1.1657464971678531e-08,9.924102368495082e-08,0.016271297834186127,1.6271297834186127,2.421445731284457,4.3792403928684005e-06,0.0,4.539567201691016e-21
Risdiplam-like model,mutant scenario,1.3593563908785241e-08,1.3591606309764373e-08,9.924099965139748e-08,0.016271335946618698,1.6271335946618697,2.4215255890460434,5.105815665813295e-06,1.6543612251060553e-24,4.539567201691016e-21
Risdiplam-like model,mutant scenario,1.5848931924611143e-08,1.5846649556236392e-08,9.924097163090428e-08,0.016271380382443284,1.6271380382443283,2.4216186944512557,5.95293888371447e-06,0.0,4.552802091491864e-21
Risdiplam-like model,mutant scenario,1.8478497974222906e-08,1.8475836961390396e-08,9.924093896218624e-08,0.016271432190798314,1.6271432190798314,2.421727244789006,6.940610199259683e-06,-3.308722450212111e-24,4.539567201691016e-21
Risdiplam-like model,mutant scenario,2.1544346900318866e-08,2.1541244432434234e-08,9.924090087431566e-08,0.016271492594888155,1.6271492594888155,2.4218538016636306,8.092147903341865e-06,0.0,4.5263323118901674e-21
Risdiplam-like model,mutant scenario,2.511886431509582e-08,2.5115247164684794e-08,9.924085646855736e-08,0.016271563020862755,1.6271563020862756,2.4220013513515344,9.43473888903247e-06,3.308722450212111e-24,4.552802091491864e-21
Risdiplam-like model,mutant scenario,2.9286445646252374e-08,2.9282228442196e-08,9.924080469719954e-08,0.016271645131488606,1.6271645131488606,2.4221733751400647,1.1000080422838995e-05,0.0,4.539567201691016e-21
Risdiplam-like model,mutant scenario,3.4145488738336004e-08,3.414057195316591e-08,9.92407443388857e-08,0.016271740865406056,1.6271740865406055,2.4223739312934223,1.2825128364312679e-05,0.0,4.539567201691016e-21
Risdiplam-like model,mutant scenario,3.981071705534969e-08,3.980498465936119e-08,9.9240673969871e-08,0.016271852482899647,1.6271852482899647,2.4226077505591452,1.4952969484274368e-05,-6.617444900424222e-24,4.552802091491864e-21
Risdiplam-like model,mutant scenario,4.641588833612773e-08,4.6409205063301986e-08,9.924059193053382e-08,0.016271982619261983,1.6271982619261982,2.4228803474407097,1.743383845639035e-05,0.0,4.566036981292713e-21
Risdiplam-like model,mutant scenario,5.411695265464637e-08,5.410916081634322e-08,9.924049628636352e-08,0.016272134347010966,1.6272134347010965,2.423198149823396,2.0326303505079675e-05,0.0,4.566036981292713e-21
Risdiplam-like model,mutant scenario,6.30957344480193e-08,6.308665021990974e-08,9.924038478251982e-08,0.016272311248428928,1.6272311248428928,2.4235686499596176,2.3698648664522845e-05,0.0,4.566036981292713e-21
Risdiplam-like model,mutant scenario,7.356422544596421e-08,7.355363454148497e-08,9.924025479091289e-08,0.01627251750013616,1.6272517500136159,2.4240005803046727,2.763048523167416e-05,0.0,4.566036981292713e-21
Risdiplam-like model,mutant scenario,8.576958985908945e-08,8.575724248855817e-08,9.924010324858491e-08,0.016272757971694904,1.6272757971694904,2.4245041182542066,3.2214630388603e-05,0.0,4.566036981292713e-21
Risdiplam-like model,mutant scenario,1e-07,9.998560499812621e-08,9.92399265859791e-08,0.01627303834057136,1.627303834057136,2.4250911244811,3.7559297251731195e-05,0.0,4.579271871093561e-21
Risdiplam-like model,mutant scenario,1.1659144011798311e-07,1.1657465810350365e-07,9.923972064345804e-08,0.016273365226168974,1.6273365226168974,2.425775420314027,4.3790647923471236e-05,0.0,4.59250676089441e-21
Risdiplam-like model,mutant scenario,1.3593563908785243e-07,1.3591607449702055e-07,9.923948057417572e-08,0.016273746346096213,1.6273746346096214,2.4265731104555908,5.105576964487529e-05,0.0,4.59250676089441e-21
Risdiplam-like model,mutant scenario,1.584893192461114e-07,1.584665110563378e-07,9.923920073111232e-08,0.016274190698356644,1.6274190698356645,2.4275029583185823,5.9526144072899545e-05,-2.6469779601696886e-23,4.6189765404961065e-21
Risdiplam-like model,mutant scenario,1.8478497974222906e-07,1.84758390672818e-07,9.923887453574324e-08,0.01627470877376042,1.627470877376042,2.4285868223795384,6.94016912609841e-05,0.0,4.632211430296955e-21
Risdiplam-like model,mutant scenario,2.1544346900318867e-07,2.1541247294628762e-07,9.923849432543023e-08,0.016275312803568726,1.6275312803568727,2.4298501632242417,8.091548337134913e-05,0.0,4.6454463200978034e-21
Risdiplam-like model,mutant scenario,2.5118864315095823e-07,2.5115251054694587e-07,9.923805117618667e-08,0.01627601704821376,1.627601704821376,2.4313226324051787,9.433923879795625e-05,0.0,4.658681209898652e-21
Risdiplam-like model,mutant scenario,2.928644564625237e-07,2.928223372894496e-07,9.923753469697904e-08,0.016276838133904317,1.6276838133904317,2.433038755859412,0.00010998972558465769,0.0,4.685150989500349e-21
Risdiplam-like model,mutant scenario,3.414548873833601e-07,3.414057913790311e-07,9.92369327911773e-08,0.016277795445055664,1.6277795445055663,2.435038726457662,0.00012823622419261445,0.0,4.711620769102046e-21
Risdiplam-like model,mutant scenario,3.981071705534969e-07,3.9804994423066814e-07,9.923623138015808e-08,0.016278911581796653,1.6278911581796653,2.4373693222768527,0.00014950922427613896,-5.293955920339377e-23,4.7380905487037425e-21
Risdiplam-like model,mutant scenario,4.6415888336127725e-07,4.6409218331043863e-07,9.923541408339617e-08,0.016280212893339037,1.6280212893339037,2.440084969406395,0.0001743105587091489,0.0,4.777795218106288e-21
Risdiplam-like model,mutant scenario,5.411695265464637e-07,5.410917884462571e-07,9.9234461848656e-08,0.01628173009977803,1.6281730099778031,2.443248970497538,0.0002032252112880621,0.0,4.817499887508833e-21
Risdiplam-like model,mutant scenario,6.30957344480193e-07,6.308667471519892e-07,9.923335252512752e-08,0.01628349901697204,1.628349901697204,2.446934922811337,0.00023693507303379328,1.0587911840678754e-22,4.870439446712227e-21
Risdiplam-like model,mutant scenario,7.356422544596422e-07,7.355366782098996e-07,9.923206037155589e-08,0.016285561401569466,1.6285561401569466,2.45122835215301,0.00027623496663826654,0.0,4.936613895716469e-21
Risdiplam-like model,mutant scenario,8.576958985908945e-07,8.575728769825792e-07,9.923055549062287e-08,0.016287965936068512,1.6287965936068511,2.4562285916999502,0.00032205131027252036,0.0,4.989553454919863e-21
Risdiplam-like model,mutant scenario,1e-06,9.998566640830453e-07,9.922880318009529e-08,0.01629076937707503,1.6290769377075032,2.4620509371854498,0.0003754638517370495,0.0,5.082197683525802e-21
Risdiplam-like model,mutant scenario,1.1659144011798312e-06,1.1657474150915832e-06,9.922676319062778e-08,0.01629403789373782,1.629403789373782,2.4688291119663903,0.0004377309729613945,0.0,5.174841912131741e-21
Risdiplam-like model,mutant scenario,1.3593563908785242e-06,1.3591618776006545e-06,9.92243888796919e-08,0.016297848627775238,1.6297848627775238,2.476718076859458,0.000510319144453603,0.0,5.293955920339377e-21
Risdiplam-like model,mutant scenario,1.584893192461114e-06,1.5846666483934235e-06,9.92216262510343e-08,0.016302291511657914,1.6302291511657914,2.4858972198260103,0.000594937200899463,0.0,5.4263048183478615e-21
Risdiplam-like model,mutant scenario,1.8478497974222906e-06,1.8475859943120888e-06,9.921841286953032e-08,0.016307471387490294,1.6307471387490293,2.496573959000928,0.0006935762142822998,0.0,5.585123495958043e-21
Risdiplam-like model,mutant scenario,2.1544346900318822e-06,2.1541275626889877e-06,9.921467664254631e-08,0.0163135104760617,1.6313510476061701,2.5089877883578073,0.0008085558613123913,0.0,5.7836468429707695e-21
Risdiplam-like model,mutant scenario,2.5118864315095823e-06,2.5115289496540012e-06,9.92103344612879e-08,0.016320551253553667,1.6320551253553668,2.5234147873699517,0.0009425783193720999,0.0,5.9954050797843446e-21
Risdiplam-like model,mutant scenario,2.9286445646252375e-06,2.9282285871747452e-06,9.920529069952674e-08,0.016328759802644983,1.6328759802644983,2.5401726029141742,0.0010987908813687006,0.0,6.28657265540301e-21
Risdiplam-like model,mutant scenario,3.414548873833601e-06,3.4140649839656313e-06,9.919943557311965e-08,0.016338329715409175,1.6338329715409174,2.5596258915204935,0.0012808586565394018,0.0,6.6174449004242214e-21
Risdiplam-like model,mutant scenario,3.981071705534969e-06,3.980509024983203e-06,9.919264337255649e-08,0.01634948663761641,1.634948663761641,2.58219218058433,0.0014930489228611853,-8.470329472543003e-22,7.027726484250523e-21
Risdiplam-like model,mutant scenario,4.641588833612782e-06,4.640934814925116e-06,9.918477059323362e-08,0.016362493557991593,1.6362493557991593,2.6083480655264313,0.001740328918361641,0.0,7.530652296682764e-21
Risdiplam-like model,mutant scenario,5.411695265464638e-06,5.410935461408647e-06,9.917565400523353e-08,0.016377656961778973,1.6377656961778972,2.638635602836879,0.0020284791036882218,0.0,8.152692117322641e-21
Risdiplam-like model,mutant scenario,6.30957344480193e-06,6.3086912548221514e-06,9.916510872718363e-08,0.01639533398570711,1.6395333985707112,2.6736686828462215,0.0023642241960522502,0.0,8.92031572577185e-21
Risdiplam-like model,mutant scenario,7.356422544596406e-06,7.355398939283513e-06,9.915292639838098e-08,0.016415940731131222,1.6415940731131222,2.7141390672221153,0.0027553845627334957,0.0,9.886462681233787e-21
Risdiplam-like model,mutant scenario,8.576958985908945e-06,8.575772211924972e-06,9.913887358078655e-08,0.016439961913595605,1.6439961913595604,2.7608216513245356,0.0032110508658857208,1.6940658945086007e-21,1.1104072542911844e-20
Risdiplam-like model,mutant scenario,1e-05,9.998625269914883e-06,9.912269056830162e-08,0.01646796204990521,1.6467962049905212,2.814578358704142,0.0037417851611096288,0.0,1.2679024429212808e-20
Risdiplam-like model,mutant scenario,1.165914401179831e-05,1.1657553185929156e-05,9.910409083473438e-08,0.01650059840725385,1.650059840725385,2.8763598948860927,0.004359851956953075,0.0,1.4717197458543468e-20
Risdiplam-like model,mutant scenario,1.359356390878524e-05,1.3591725179473075e-05,9.908276141246815e-08,0.016538635961715134,1.6538635961715134,2.9472043854193073,0.005079483021202934,0.0,1.7377410308514005e-20
Risdiplam-like model,mutant scenario,1.584893192461114e-05,1.5846809517462995e-05,9.905836455732687e-08,0.016582964633380055,1.6582964633380055,3.028231711424344,0.005917179943408199,3.3881317890172014e-21,2.0937595664942237e-20
Risdiplam-like model,mutant scenario,1.8478497974222908e-05,1.8476051885657924e-05,9.903054111463773e-08,0.016634619079477556,1.6634619079477557,3.1206321572635587,0.006892058590052061,0.0,-2.4246318115154347e-20
Risdiplam-like model,mutant scenario,2.1544346900318823e-05,2.154153269613266e-05,9.899891604657561e-08,0.016694801330480846,1.6694801330480846,3.225647835819259,0.008026239561394958,-3.3881317890172014e-21,-1.7642108104530974e-20
Risdiplam-like model,mutant scenario,2.5118864315095822e-05,2.5115633020367294e-05,9.8963106593991e-08,0.016764906540885034,1.6764906540885034,3.344545309729126,0.009345288498179557,0.0,-8.483564362343852e-21
Risdiplam-like model,mutant scenario,2.9286445646252374e-05,2.9282743762191933e-05,9.892273351041858e-08,0.016846552088295365,1.6846552088295366,3.47857795134943,0.0108787094857995,0.0,0.0
Risdiplam-like model,mutant scenario,3.414548873833601e-05,3.414125842576129e-05,9.887743569085025e-08,0.016941610179835868,1.6941610179835869,3.628936962633623,0.012660493722508041,0.0,1.3234889800848443e-23
Risdiplam-like model,mutant scenario,3.9810717055349695e-05,3.9805896526209014e-05,9.882688830380542e-08,0.017052244001414852,1.7052244001414851,3.7966906939724736,0.014729723874050154,0.0,0.0
Risdiplam-like model,mutant scenario,4.641588833612782e-05,4.641041249246312e-05,9.877082419765363e-08,0.01718094725687304,1.7180947256873038,3.982713026108738,0.01713123189700037,0.0,0.0
Risdiplam-like model,mutant scenario,5.411695265464637e-05,5.4110754007074424e-05,9.870905788715047e-08,0.017330586673846102,1.7330586673846102,4.187603131672724,0.01991630428772329,0.0,-1.3234889800848443e-23
Risdiplam-like model,mutant scenario,6.309573444801929e-05,6.308874433187671e-05,9.864151085262086e-08,0.017504446683806445,1.7504446683806445,4.411600846705062,0.02314342335415487,1.3552527156068805e-20,0.0
Risdiplam-like model,mutant scenario,7.356422544596406e-05,7.355637553197326e-05,9.85682362595221e-08,0.017706274999184205,1.7706274999184206,4.654503968265066,0.02687902580902782,0.0,0.0
Risdiplam-like model,mutant scenario,8.576958985908945e-05,8.576081392713484e-05,9.84894406302799e-08,0.017940327197516155,1.7940327197516155,4.9155957177501906,0.031198250303407338,0.0,0.0
Risdiplam-like model,mutant scenario,0.0001,9.999023591131713e-05,9.840549961217657e-08,0.018211407672698632,1.8211407672698632,5.1935919082601245,0.036185633017587114,0.0,1.3234889800848443e-23
Risdiplam-like model,mutant scenario,0.00011659144011798311,0.00011658063188655659,9.831696494038743e-08,0.018524903424222406,1.8524903424222405,5.486617509213744,0.04193569473528095,-1.3552527156068805e-20,0.0
Risdiplam-like model,mutant scenario,0.00013593563908785241,0.00013592373892153397,9.822456012677962e-08,0.018886806132509787,1.8886806132509788,5.792220869851183,0.04855334377168863,0.0,0.0
